resource_type
id
title
handle
status_or_published
template_suffix
updated_at
seo_title
seo_description
"product","gid://shopify/Product/8181675131017","The Ready-for-Anything Pack (Dance Edition)","arch-2","ARCHIVED","bundly","2026-08-22T01:32:15Z","Period Dance & Gym + Starter Underwear Bundle | Save Over $35","For girls who go from class to calisthenics, from school camp to stretch class. Whether it’s day one or day five of her period, this bundle is on the same schedule."
"product","gid://shopify/Product/8181712453769","The Ready-for-Anything Pack (Swim Edition)","arch","ARCHIVED","bundly","2026-08-22T01:32:07Z","Period Swim & Starter Underwear Bundle | Save Over $35","8-piece tween and teen girl period underwear bundle. Keeps up through school bells, swim squad, sleepovers and everything in between. Bundle and save."
"product","gid://shopify/Product/8214424682633","UnderRider","underrider","UNLISTED","","2026-08-22T01:32:07Z","",""
"product","gid://shopify/Product/8279008837769","The Encore Bundle","the-encore-bundle-1","ARCHIVED","bundly","2026-08-22T01:32:13Z","",""
"product","gid://shopify/Product/8312673992841","How to Wear Inserts","how-to-wear-inserts","UNLISTED","","2026-08-25T20:29:47Z","",""
"product","gid://shopify/Product/8318788468873","SwimSync Period One-Piece Swimsuit","swimsync-period-one-piece-swimsuit","ACTIVE","swimsync-2","2026-08-27T11:10:56Z","","SwimSync Period Pro: a period-safe one-piece for tween and teen swimmers. Streamlined fit, leak-proof protection, made for training and squad."
"product","gid://shopify/Product/8390218612873","UnderAustin Performance Period Undershort","underaustin","ACTIVE","underaustin","2026-08-27T07:56:17Z","UnderAustin | Best Period Underwear for Sports | Eltee Sydney","Period underwear for sport. UnderAustin's free-moving panel holds 3-4 pads' worth of protection. Co-designed with pro netballer Kiera Austin."
"product","gid://shopify/Product/8462007730313","Build Your Period Starter Bundle","period-starter-bundle-5-pack","ACTIVE","bundles-mm","2026-08-22T01:32:08Z","Period Underwear Starter 5 Pack for Girls | 5 for 4 | Eltee Sydney","Period Underwear Starter 5 Pack for Girls. Save 20%. Keep her protected, fresh and comfortable all cycle round. 5 for the price of 4. "
"product","gid://shopify/Product/8462051213449","Create Your Dance Edition Bundle","the-ready-for-anything-pack-dance-edition","ACTIVE","bundles-mm","2026-08-22T01:32:09Z","Period Dance & Gym + Teen Underwear Bundle & Save | Eltee Sydney","Period Dance & Gym + Teen Underwear Bundle & Save. She's got a got a full schedule and this 8 piece kit’s got her covered. Eltee Sydney. "
"product","gid://shopify/Product/8462055899273","Create Your Swim Edition Bundle","the-ready-for-anything-pack-swim-edition","ACTIVE","bundles-mm","2026-08-22T01:32:07Z","Period Swim & Starter Underwear Bundle | Bundle & Save | Eltee Sydney","Tween and Teen Girl Period Swim & Starter Underwear 8-piece Bundle. Keeps up through school bells, swim squad, sleepovers and everything in between."
"product","gid://shopify/Product/8462059110537","Choose Your Pool Perfect Combo","tpp-combo","ACTIVE","bundles","2026-08-22T01:32:07Z","The Pool Perfect Combo | UnderSwim Spend & Save Bundle","The Pool Perfect Combo: bundled period swim essentials for tween and teen girls. Period-safe swimwear times 3, for confident swim days."
"product","gid://shopify/Product/8463170896009","THE ACTIVE ALL-ROUNDER BUNDLE","aar-combo","ACTIVE","bundles-mm","2026-08-22T01:32:11Z","The Active All Rounder Bundle | School, Sport, Sleep Period Bundle","UnderDance, UnderShortie + UnderSwim school. School, sleep and sport-ready period underwear, sorted. Easy to mix, match and make it hers. Bundle and save."
"product","gid://shopify/Product/8536566595721","AGE CHAMPS BUNDLE","age-champs-bundle","ACTIVE","","2026-08-22T01:53:46Z","",""
"product","gid://shopify/Product/8624378347657","Free Returns","free-unlimited-return-for-3-48-valid-in-us-and-ca","UNLISTED","","2026-08-26T23:35:57Z","",""
"product","gid://shopify/Product/8635775713417","VDF BUNDLE","vdf-bundle","ARCHIVED","","2026-08-22T01:53:47Z","",""
"product","gid://shopify/Product/8641804501129","The Encore Bundle","the-encore-bundle-2","ACTIVE","bundles","2026-08-22T01:32:08Z","The Encore Bundle | UnderDance Bundle & Save","Three pairs. One less thing to think about on stage. Choose any 3 UnderDance and save. Go 3 x black. Or mix in neutral and brown. Or grab a size up for later. "
"collection","gid://shopify/Collection/283436744841","Bumpers Briefs: Teen Period Underwear","teen-period-underwear","","teen-period-undies","2026-08-27T11:03:36Z","Teen Period Underwear | Leak-Proof Comfort","Teen period underwear made from sustainable bamboo. Leak-proof protection for school, sport, and sleepovers. Sized for tweens through to teens."
"collection","gid://shopify/Collection/283440447625","Teen Period Swimwear","girls-period-swimwear","","period-swimwear","2026-08-27T11:03:36Z","Teen Period Swimwear | Girls Leak-Proof Swimwear","Period swimwear for tween and teen girls. Leak-proof protection for training, racing, and pool days. Made to move with her, any time of the month."
"collection","gid://shopify/Collection/284583723145","Shop All | Active Girls Period Underwear","all","","shop-2","2026-08-27T11:03:36Z","Period Underwear for Unstoppable Girls","Period underwear for girls who refuse to be sidelined. Styles designed to keep girls moving during their first and early period years and beyond."
"collection","gid://shopify/Collection/286636933257","Ex Bundles","ex-bundles","","","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/300248662153","Best Period Products for Tween and Teen Girls","best-first-period-tween-teen-girl","","kits-first-period","2026-08-27T11:03:36Z","Best First Period Products for Tween and Teen Girls","Best First Period Products for Tween and Teen Girls. Girls period underwear, swimwear, kits, pads, tampons and more, designed especially for early menstruation."
"collection","gid://shopify/Collection/300727894153","Preorders","pre-orders","","","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/302616051849","Period Underwear Starter Kit","full-cycle-bumpers-briefs-bundle","","","2026-08-27T11:03:36Z","Period Underwear Starter Pack for Girls","Period Underwear Starter 5 Pack for Girls. Keep her protected, fresh and comfortable all cycle round. Save $24.95."
"collection","gid://shopify/Collection/302695153801","Bundle & Save Period Underwear Combos","bundle-save","","bundles","2026-08-19T02:09:42Z","Bundle & Save Girls Period Underwear Packs","Period underwear and swimwear bundles for tween and teen girls. Save on multi-packs of UnderSwim, UnderShortie, Bumpers Briefs, and more."
"collection","gid://shopify/Collection/302700986505","The Active All-Rounder Bundle","the-active-all-rounder-bundle","","bundles","2026-08-27T11:03:36Z","The Active All-Rounder Bundle | Period Underwear Pack","The Active All-Rounder Bundle. Perfect period underwear pack for girls who love to mix it up in different sports and activities. "
"collection","gid://shopify/Collection/304135471241","Wholesale","wholesale","","","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/304249929865","The Pool Perfect Combo","the-pool-perfect-combo","","bundles","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/306333384841","Meta Set","meta-set","","","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/309409284233","The Encore Bundle","the-encore-bundle","","bundles","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/311306158217","US SHOP ALL","us-shop-all","","shop-all","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/316169912457","The Ready-for-Anything Pack (Swim Edition)","the-ready-for-anything-pack-swim-edition","","","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/323437199497","US TAXABLE PRODUCT","us-taxable-product","","","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/323437396105","US TAX EXEMPT PRODUCTS","us-tax-exempt-products","","","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/323487727753","RE-ROUTE","re-route","","","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/324426203273","Google Set","google-feed","","","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/325385650313","New! Shopify performance sharing is now turned on","for-shopify-performance-tracking","","","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/326224871561","PROMO SET","promo-set","","","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/326440353929","The Starting Line-Up","the-starting-line-up","","","2026-08-27T11:03:36Z","",""
"collection","gid://shopify/Collection/326476824713","Period Swimwear","period-swim-underwear","","period-swimwear","2026-08-27T11:03:36Z","Official Swimming Australia Period-Safe Underwear | Eltee Sydney","Shop period swim underwear and period swim bottoms for period-safe training, competing and recreation. Official Swimming Australia Period-Safe Underwear."
"page","gid://shopify/Page/79389917321","Size Chart & Measuring Tips","size-chart","PUBLISHED","sizes","2025-06-26T00:29:23Z","",""
"page","gid://shopify/Page/79392374921","Contact Us","contact-us","PUBLISHED","contact","2024-01-01T04:49:15Z","",""
"page","gid://shopify/Page/79392505993","Delivery & Returns","shipping-returns-faqs","UNPUBLISHED","faq","2025-06-29T11:37:34Z","",""
"page","gid://shopify/Page/79399780489","Privacy Policy","privacy-policy","PUBLISHED","","2024-02-01T12:34:32Z","",""
"page","gid://shopify/Page/79399878793","Terms & Conditions","terms-conditions","PUBLISHED","","2026-07-29T05:34:33Z","",""
"page","gid://shopify/Page/79795191945","Family Movement Sessions","family-movement-sessions","UNPUBLISHED","family-movement","2024-01-01T03:51:25Z","",""
"page","gid://shopify/Page/80432365705","SHOP INSTA","shop-insta","UNPUBLISHED","shop-insta","2024-01-01T03:51:25Z","",""
"page","gid://shopify/Page/85165670537","Eltee Sydney Customer Reviews","reviews","PUBLISHED","all-reviews","2024-10-16T03:13:59Z","",""
"page","gid://shopify/Page/85966356617","Search Results","search-results-page","UNPUBLISHED","","2024-01-01T03:51:25Z","",""
"page","gid://shopify/Page/89510543497","Podcast: Mighty Girls | Keeping Girls Engaged in Sport","podcast-mighty-girls-keeping-girls-engaged-in-sport","UNPUBLISHED","mighty-girls","2024-01-01T03:51:26Z","",""
"page","gid://shopify/Page/91529347209","Trade Login","trade-login","UNPUBLISHED","trade-login","2024-01-01T03:51:26Z","",""
"page","gid://shopify/Page/92793077897","Mission","mission","PUBLISHED","about-us","2024-04-25T11:25:16Z","",""
"page","gid://shopify/Page/94725374089","Apply for a Wholesale Account","wholesale","PUBLISHED","wholesale","2025-08-08T06:44:05Z","",""
"page","gid://shopify/Page/95411503241","Demo videos","period-undies-demo-videos","PUBLISHED","demo-videos","2024-10-17T22:52:22Z","",""
"page","gid://shopify/Page/95692423305","First Period Underwear for Girls","first-period-underwear-for-girls","PUBLISHED","teen-period-undies","2026-04-03T08:19:46Z","",""
"page","gid://shopify/Page/96572145801","Returns & Exchanges","returns-exchanges","PUBLISHED","returns","2025-06-29T11:36:40Z","",""
"page","gid://shopify/Page/97139523721","eltee-pharmacy","eltee-pharmacy","PUBLISHED","pagetify","2024-06-11T04:01:15Z","",""
"page","gid://shopify/Page/97489649801","stock-eltee-sydney","stock-eltee-sydney","PUBLISHED","pagetify","2024-07-08T07:27:33Z","",""
"page","gid://shopify/Page/98268676233","How to Wash Period Undies","period-proof-care-info","PUBLISHED","care","2024-08-19T15:55:31Z","",""
"page","gid://shopify/Page/101793267849","Customer Portal","customer-portal","UNPUBLISHED","page","2025-06-29T11:37:12Z","",""
"page","gid://shopify/Page/103284277385","Our Pricing Promise","our-pricing-promise-eltee-sydney","PUBLISHED","pricing-eltee-sydney","2024-12-25T05:49:34Z","",""
"page","gid://shopify/Page/103892517001","Tips to Ensure a Leak-Free Wear","tips-to-ensure-a-leak-free-wear","PUBLISHED","fit","2025-01-10T00:43:08Z","",""
"page","gid://shopify/Page/108292046985","Mix and Match","collection-bundle","PUBLISHED","","2025-04-16T11:27:10Z","",""
"page","gid://shopify/Page/108480725129","Club Pricing and Resources for Swim Coaches and  Centres","girls-periods-pool","PUBLISHED","periods-pools","2025-05-14T04:51:31Z","",""
"page","gid://shopify/Page/109041451145","Quick Order Form","quick-order-ws","PUBLISHED","samitaWS-QuickOrderForm","2025-05-06T10:09:56Z","",""
"page","gid://shopify/Page/111201812617","Frequently Asked Questions","faq","PUBLISHED","faq-v2","2025-07-15T08:51:40Z","",""
"page","gid://shopify/Page/111510945929","Size Chart (Inches)","size-chart-inches","PUBLISHED","sizes","2025-07-06T11:13:00Z","",""
"page","gid://shopify/Page/111510978697","Size Chart Eltee Sydney","size-chart-cms","PUBLISHED","sizes","2025-07-07T09:08:08Z","",""
"page","gid://shopify/Page/115717144713","Store Locator","store-locator","PUBLISHED","store-locator","2025-12-31T03:26:26Z","",""
"page","gid://shopify/Page/116280393865","Join the Team","join-the-team","PUBLISHED","eltee-jobs","2025-11-01T11:23:43Z","",""
"page","gid://shopify/Page/116570030217","Eltee Sydney x Share the Dignity","eltee-sydney-x-share-the-dignity","PUBLISHED","share-the-dignity","2025-11-13T23:28:25Z","",""
"page","gid://shopify/Page/116901970057","Period-Inclusive Swim Campaign","period-inclusive-swim-campaign","PUBLISHED","inclusive-swim","2025-11-18T00:23:27Z","",""
"page","gid://shopify/Page/116916256905","Erina Store","erina-store","PUBLISHED","erina-hq","2026-05-13T01:56:47Z","",""
"page","gid://shopify/Page/118208528521","Returns","returns-jj","PUBLISHED","returns","2025-12-18T01:37:29Z","",""
"page","gid://shopify/Page/118209151113","Returns & Exchanges","returns-es","PUBLISHED","returns","2025-12-10T02:28:48Z","",""
"page","gid://shopify/Page/120889442441","Bloody Good Sport","bloody-good-sport","PUBLISHED","bloody-good-sport","2026-04-10T03:45:01Z","",""
"page","gid://shopify/Page/125534634121","Period Swim Underwear for Sailing","period-swim-underwear-for-sailing","PUBLISHED","sailing-underswim","2026-03-28T04:54:51Z","",""
"page","gid://shopify/Page/126480449673","Period Solutions for Competitive Swimmers","comp-swimmers","PUBLISHED","tech-suits","2026-04-01T03:52:58Z","",""
"page","gid://shopify/Page/126511120521","Period Solutions for Para Swimmers","para-swimmers","PUBLISHED","para-swimmers","2026-04-01T04:14:31Z","",""
"article","gid://shopify/Article/555594645641","8 School Holiday Activities For Curious, Sporty and Creative Kids","school-holiday-activities-adults-enjoy","PUBLISHED","","2022-10-01T23:55:22Z","",""
"article","gid://shopify/Article/555597103241","A How To Guide for Building Body Acceptance and Self-Assurance in Girls","all-about-confidence","PUBLISHED","","2024-08-19T17:57:14Z","",""
"article","gid://shopify/Article/555597234313","Sport, She Just Doesn't Like It","sport-doesnt-like-it","PUBLISHED","","2021-04-22T07:17:02Z","",""
"article","gid://shopify/Article/555605622921","LAVA TRIBE 2021 BEST & FAIREST AWARD","lava-tribe-2021-best-fairest-award","PUBLISHED","","2021-04-16T06:25:05Z","",""
"article","gid://shopify/Article/555613880457","Mastering Her Cycle Early: The Ultimate Performance Hack for Girls in Sports","mastering-her-cycle","PUBLISHED","","2024-08-19T18:08:11Z","",""
"article","gid://shopify/Article/555647959177","Mia Freedman: Lava Tribe product review","mia-freedman-lava-tribe-product-review","UNPUBLISHED","","2024-01-22T07:33:57Z","",""
"article","gid://shopify/Article/555656806537","Why Girls Who Play Sport Win At Wellbeing","why-girls-who-play-sport-win-at-wellbeing","PUBLISHED","","2022-03-21T07:49:17Z","",""
"article","gid://shopify/Article/555658477705","My daughter wants to join the gym, is she too young?","girls-gym-ready","PUBLISHED","","2022-07-09T00:07:43Z","",""
"article","gid://shopify/Article/555786010761","SPOTLIGHT ON: Isla | 14 | Gymnastics | QLD","spotlight-on-isla-14-gymnastics-qld","UNPUBLISHED","","2024-01-02T01:31:50Z","",""
"article","gid://shopify/Article/555786043529","SPOTLIGHT ON: Sybella W | 12 | Para Athlete | NSW","spotlight-on-sybella-w-12-para-athlete-nsw","UNPUBLISHED","","2021-05-23T01:51:30Z","",""
"article","gid://shopify/Article/555807539337","Six trailblazing women in Australian sport","six-trailblazing-women-in-australian-sport","PUBLISHED","","2021-07-08T23:10:54Z","",""
"article","gid://shopify/Article/555832803465","Four ways to get the fam moving during self isolation","four-ways-to-get-the-fam-moving-during-self-isolation","UNPUBLISHED","","2021-06-08T10:59:49Z","",""
"article","gid://shopify/Article/555990253705","5 Celebrities Who Rock Their Sporty Style","8-celebrity-who-rock-their-sporty-style","UNPUBLISHED","","2024-01-02T01:31:58Z","",""
"article","gid://shopify/Article/556028002441","Healthy Skincare Habits Begin Pre-Teen","skin-changes-in-pre-teens","PUBLISHED","","2024-08-19T18:29:25Z","",""
"article","gid://shopify/Article/556070043785","""Doing the best I can""","doing-the-best-i-can","PUBLISHED","","2021-08-12T05:34:52Z","",""
"article","gid://shopify/Article/557782925449","Bosom Buddies: A Relatable Guide to Breast Development","girls-breast-development","PUBLISHED","","2024-02-19T01:01:24Z","",""
"article","gid://shopify/Article/558128038025","Active Life, Active Mind: How Sports and Fitness Help Kids Stay on Track at School","active-life-active-mind-how-sports-and-fitness-help-kids-stay-on-track-at-school","PUBLISHED","","2022-09-27T03:06:47Z","",""
"article","gid://shopify/Article/559097282697","6 Simple Skincare Tips for Sporty Girls","6-simple-skincare-steps-for-sporty-girls","PUBLISHED","","2022-09-27T03:03:47Z","",""
"article","gid://shopify/Article/559531360393","Championing Change: 5 Ways to Keep Her in the Game During Puberty","support-sporty-girls-adolescence","PUBLISHED","","2024-08-19T17:48:42Z","",""
"article","gid://shopify/Article/559649980553","Survey: Periods and the Impact on Girls’ Participation in Sport","survey-periods-impact-sport","PUBLISHED","","2023-10-30T07:23:24Z","",""
"article","gid://shopify/Article/559906324617","Why Girls Quit Sport & How We Can Beat the Dropout Rate","why-girls-quit-sport","PUBLISHED","","2025-02-16T04:53:30Z","",""
"article","gid://shopify/Article/560298786953","The Gloves Are On","the-gloves-are-on","UNPUBLISHED","","2024-06-07T08:27:55Z","",""
"article","gid://shopify/Article/560407347337","A Father's Mission: How a Central Coast dad built the go-to brand for tomorrow's female sports superstars","empowering-girls-through-activewear-and-beyond-a-fathers-vision","UNPUBLISHED","","2024-01-02T01:32:11Z","",""
"article","gid://shopify/Article/560785916041","What's so good about our period underwear? Glad you asked!","play-on-tween-and-teen-girls-period-undies","PUBLISHED","","2024-08-19T17:26:41Z","",""
"article","gid://shopify/Article/560961519753","First Period Alert: 4 Surefire Signs That It's On Its Way","4-period-signs","PUBLISHED","","2024-10-08T05:01:37Z","",""
"article","gid://shopify/Article/561661837449","Pads vs. Period Underwear: Which is Best for Tweens and Teens?","pads-vs-period-undies-whats-the-difference","PUBLISHED","","2025-02-16T04:15:18Z","",""
"article","gid://shopify/Article/562151784585","What Makes Dance Period Underwear the Best Choice for Active Teens?","what-can-girls-wear-under-a-leotard-during-their-period","PUBLISHED","","2024-11-13T19:30:05Z","",""
"article","gid://shopify/Article/562602213513","Ultimate First Timer’s Guide to Using Pads and Tampons","first-guide-to-using-pads-and-tampons","PUBLISHED","","2025-02-22T06:05:02Z","",""
"article","gid://shopify/Article/562645565577","Marty Sheargold’s Matildas Remarks Are No Joke","keep-your-tropes-sheargold-matildas-remarks-are-no-joke","PUBLISHED","","2025-03-03T02:16:42Z","",""
"article","gid://shopify/Article/562824446089","Period Positivity for Dads With Daughters","period-positivity-for-dads","PUBLISHED","","2025-03-30T04:47:41Z","",""
"article","gid://shopify/Article/562851086473","A Tale of Two Lies: Mums v Chappell Roan","mums-v-chappell-roan","PUBLISHED","","2025-04-05T00:50:08Z","",""
"article","gid://shopify/Article/563031113865","Want to Raise a Leader? Keep Her in Sport","sport-girls-leadership","PUBLISHED","","2026-03-08T00:34:59Z","",""
"article","gid://shopify/Article/563618480265","Leotards, First Periods & The Awkward In-Between","leotards-first-periods-the-awkward-in-between","PUBLISHED","","2025-09-15T09:00:08Z","",""
"article","gid://shopify/Article/563679821961","First Period Checklist for Mums","first-period-checklist-for-mums","PUBLISHED","","2025-10-01T00:42:48Z","",""
"article","gid://shopify/Article/563752009865","Periodwear Care Tips","periodwear-care-tips","PUBLISHED","","2025-10-15T02:36:59Z","",""
"article","gid://shopify/Article/563810074761","Sport Uniforms and Periods","sport-uniforms-and-periods","PUBLISHED","","2025-10-28T22:35:02Z","",""
"article","gid://shopify/Article/563833012361","You Want Scary? Try Centuries of Period Stigma.","halloween-stigma-real-horror","PUBLISHED","","2025-10-31T04:03:57Z","",""
"article","gid://shopify/Article/563886948489","Periodwear Sustainability","periodwear-sustainability","PUBLISHED","","2025-11-13T23:48:05Z","",""
"article","gid://shopify/Article/564432011401","Before the Podiums, There Were the Parents","before-the-podiums","PUBLISHED","","2026-02-23T06:28:17Z","",""
"article","gid://shopify/Article/564531855497","TONIGHT: Australia v Iran: Playing for a Country at War","ausviran","PUBLISHED","","2026-03-05T05:02:52Z","",""
"article","gid://shopify/Article/564557545609","12 Australian Women Who Changed the Shape of Sport","australian-female-athletes-shape-of-sport","PUBLISHED","","2026-03-08T09:40:32Z","",""
"article","gid://shopify/Article/564639563913","Other Period Swimwear vs Eltee Sydney UnderSwim","eltee-sydney-period-swim-comparison","PUBLISHED","","2026-05-21T00:41:32Z","",""
"article","gid://shopify/Article/564890173577","Your Son's Coach Is Teaching Him More Than Sport","your-sons-coach-is-teaching-him-more-than-sport","PUBLISHED","","2026-04-27T10:39:32Z","",""
"article","gid://shopify/Article/565046608009","Women's Sport in Australia: Huge Ratings, Buried by Media","womens-sport-australia-media","PUBLISHED","","2026-06-03T06:34:27Z","",""
"article","gid://shopify/Article/565073215625","What JLP Knows About Netball (That Most Brands Don't... Yet)","netball-brand-partnerships","UNPUBLISHED","","2026-06-03T02:42:01Z","",""
"article","gid://shopify/Article/565379399817","Excellence Has a Habit of Spilling Over","women-sport-excellence","PUBLISHED","","2026-07-04T01:14:17Z","",""
